feature_combo,n_features,n_dna_detected,n_leah_detected,n_3class,auc_dna_detected,auc_leah_detected,auc_3class_avg,auc_3class_down,auc_3class_notsig,auc_3class_up
esmfold_middle_glycine_linker_B_C_ipSAE_d0chn,1,12000,11796,6811,0.5426987130898476,0.5924627943439775,0.5070936709825404,0.5093928762453879,0.5028806641519451,0.5090074725502881
esmfold_middle_glycine_linker_B_A_ipSAE_d0chn_max,1,12000,11796,6811,0.4944936053431206,0.4994659061607079,0.4990235745184675,0.49807355834171907,0.4995828409409643,0.49941432427271937
esmfold_middle_glycine_linker_B_C_ipSAE_d0chn_max,1,12000,11796,6811,0.5424439740290827,0.5922211208578018,0.50599768018065,0.505848676874541,0.5036047365348774,0.5085396271325316
esmfold_middle_glycine_linker_B_A_lis_score,1,12000,11796,6811,0.48487585522510124,0.5010667445001279,0.500395263292405,0.4991319680527981,0.5012612189262315,0.5007926028981854
esmfold_middle_glycine_linker_B_C_lis_score,1,12000,11796,6811,0.5440041988311093,0.6218921925076358,0.5121528974467461,0.5181162573544742,0.5054289513981243,0.5129134835876398
esmfold_middle_glycine_linker_B_A_lis_score_max,1,12000,11796,6811,0.4845887023849893,0.5010391768463517,0.5007335773550249,0.499511363739382,0.5014210414836471,0.5012683268420457
esmfold_middle_glycine_linker_B_C_lis_score_max,1,12000,11796,6811,0.5450536988277848,0.620750005117393,0.511438380721978,0.5150711196932198,0.5075296969023553,0.511714325570359
esmfold_middle_glycine_linker_B_A_pdockq,1,12000,11796,6811,0.5110799024594579,0.5352972292299009,0.513549189338185,0.5156377201809496,0.5043816651407809,0.5206281826928246
esmfold_middle_glycine_linker_B_C_pdockq,1,12000,11796,6811,0.5156510764699234,0.4862921608755204,0.5280906075944204,0.5403804835595203,0.5256155917369906,0.5182757474867502
esmfold_middle_glycine_linker_B_A_pdockq_max,1,12000,11796,6811,0.5110799024594579,0.5352972292299009,0.513549189338185,0.5156377201809496,0.5043816651407809,0.5206281826928246
esmfold_end_glycine_linker_C_B_ipSAE_d0chn,1,12000,11796,6811,0.5095865830224934,0.5065999937854968,0.5007960437167301,0.5032205571722557,0.5001391816236274,0.4990283923543075
esmfold_end_glycine_linker_C_A_ipSAE_d0chn_max,1,12000,11796,6811,0.4981669592218033,0.5001569677465814,0.49870532521828276,0.497651554298458,0.49931286910137085,0.4991515522550195
esmfold_end_glycine_linker_C_B_ipSAE_d0chn_max,1,12000,11796,6811,0.5207631034780816,0.5300241054981123,0.5020887421425813,0.5150720262540002,0.4895066893987007,0.501687510775043
esmfold_end_glycine_linker_C_A_lis_score,1,12000,11796,6811,0.510451158252382,0.5123249354582614,0.5004688044311092,0.49930194819911705,0.49754720118583123,0.5045572639083793
esmfold_end_glycine_linker_C_B_lis_score,1,12000,11796,6811,0.5536321302003337,0.5733056900844952,0.5054738657017838,0.5217910014776941,0.4946908431802162,0.49993975244744093
esmfold_end_glycine_linker_C_A_lis_score_max,1,12000,11796,6811,0.5047517353838789,0.5259346089950957,0.5025480345830609,0.5073966294070186,0.4938976140237976,0.5063498603183666
esmfold_end_glycine_linker_C_B_lis_score_max,1,12000,11796,6811,0.5646405561207188,0.6098380002730259,0.5087144781337156,0.5284206804645217,0.48647488345588646,0.5112478704807385
esmfold_end_glycine_linker_C_A_pdockq,1,12000,11796,6811,0.5139595343054143,0.5209305791401514,0.5071916537018939,0.521396194257844,0.4953118073471693,0.5048669595006683
esmfold_end_glycine_linker_C_B_pdockq,1,12000,11796,6811,0.54774736700377,0.6150258733917212,0.4921920761603715,0.45447297089033334,0.5114738514091971,0.5106294061815843
esmfold_end_glycine_linker_C_A_pdockq_max,1,12000,11796,6811,0.5139595343054143,0.5209305791401514,0.5071916537018939,0.521396194257844,0.4953118073471693,0.5048669595006683
esmfold_start_glycine_linker_A_C_pdockq_max,1,12000,11796,6811,0.5344182391505262,0.5731894994924577,0.5194042387084926,0.5401270998214076,0.5040110928622108,0.5140745234418593
esmfold_start_glycine_linker_A_B_pdockq2,1,12000,11796,6811,0.531111618095865,0.7100176465382052,0.5414689876882443,0.5845023434596172,0.5068307987424077,0.5330738208627078
esmfold_start_glycine_linker_A_C_pdockq2,1,12000,11796,6811,0.5536470904061862,0.5142629474092515,0.5071493547116533,0.5171942850408406,0.5071056896830439,0.4971480894110756
esmfold_start_glycine_linker_A_B_pdockq2_max,1,12000,11796,6811,0.5308730859247734,0.7053927455542373,0.5389504881868266,0.5856718068662913,0.5026099206886587,0.5285697370055298
esmfold_start_glycine_linker_A_C_pdockq2_max,1,12000,11796,6811,0.5507728608567877,0.5144359226556487,0.5076652670331429,0.515947310687445,0.5057535156139984,0.5012949747979853
esmfold_middle_glycine_linker_B_A_ipSAE,1,12000,11796,6811,0.4944668016409683,0.4991566683606833,0.498797292375247,0.4977272521236186,0.4994309275264021,0.4992336974757202
esmfold_middle_glycine_linker_B_C_ipSAE,1,12000,11796,6811,0.5482961156656626,0.5932697225430512,0.5029141721382383,0.5094309517981634,0.49006843144721496,0.5092431331693364
esmfold_middle_glycine_linker_B_A_ipSAE_max,1,12000,11796,6811,0.49442545329423737,0.499545192617936,0.4990479949202613,0.4980137253302147,0.499650358014103,0.49947990141646625
esmfold_middle_glycine_linker_B_C_ipSAE_max,1,12000,11796,6811,0.5478876189336366,0.5929956806257858,0.5016702507132296,0.5058640884078074,0.49034727695927793,0.5087993867726035
esmfold_middle_glycine_linker_B_A_ipSAE_d0chn,1,12000,11796,6811,0.49448383965318915,0.49921047830026566,0.49885962243865495,0.4978469181466271,0.49949825169361756,0.4992336974757202
num_pipi_within_chain,1,12000,11796,6811,0.5595727863882074,0.5918405635346797,0.5490490860986635,0.5382863281568713,0.5552304126219116,0.5536305175172076
num_pipi_between_chain,1,12000,11796,6811,0.4471192045824772,0.5225218011986333,0.4967803248226792,0.48853744549303313,0.49997791227178745,0.5018256167032169
boltz_sap_score,1,12000,11796,6811,0.6971599295872978,0.7905333825584815,0.5440778818484932,0.5582805261678769,0.526141356830818,0.5478117625467845
boltz_autoregwithoutseq_proteinmpnn,1,12000,11796,6811,0.6676993364317582,0.6157006476778744,0.5248525330401743,0.5748103021567081,0.5150096240765111,0.48473767288730374
boltz_autoregwithoutseq_solublempnn,1,12000,11796,6811,0.6398908071197282,0.5590337743519797,0.5645691723082537,0.65592029517619,0.4848530269061324,0.5529341948424388
boltz_autoregwithseq_proteinmpnn,1,12000,11796,6811,0.53587872924687,0.664660079195154,0.6353265216266606,0.7286899290162909,0.5476556721864767,0.629633963677214
boltz_autoregwithseq_solublempnn,1,12000,11796,6811,0.5314891555130021,0.6836530881736386,0.641074764986053,0.7303688795815315,0.554664908907894,0.6381905064687334
boltz_singleaascorewithoutseq_proteinmpnn,1,12000,11796,6811,0.47339452057526976,0.7225122290966277,0.6407097096568383,0.730002629026263,0.5549293829286746,0.6371971170155772
boltz_singleaascorewithoutseq_solublempnn,1,12000,11796,6811,0.48361982127540737,0.7393996112548481,0.6443783073395154,0.7285204021503622,0.5605626216995243,0.6440518981686598
boltz_singleaascorewithseq_proteinmpnn,1,12000,11796,6811,0.5970146493660198,0.5695425875335594,0.6267971126335635,0.7186570208599635,0.5415295587817142,0.6202047582590127
boltz_A_C_pdockq,1,12000,11796,6811,0.4250375251830132,0.5737112821359395,0.5272661600892752,0.510771755192327,0.5298097523203689,0.5412169727551298
boltz_A_B_pdockq_max,1,12000,11796,6811,0.5342416256092128,0.609184284611285,0.5291101843695086,0.5887037993962305,0.47779546725094013,0.5208312864613553
boltz_A_C_pdockq_max,1,12000,11796,6811,0.4250375251830132,0.5737112821359395,0.5272661600892752,0.510771755192327,0.5298097523203689,0.5412169727551298
boltz_A_B_pdockq2,1,12000,11796,6811,0.5794147983031801,0.5497706597991008,0.5024585310279416,0.5318352416437759,0.4989805886485667,0.47655976279148227
boltz_A_C_pdockq2,1,12000,11796,6811,0.5625093501286578,0.5823297966134492,0.5101054275937584,0.5110450832676077,0.5044879563044935,0.514783243209174
boltz_A_B_pdockq2_max,1,12000,11796,6811,0.5808237588015879,0.5491920777749486,0.5012677218996734,0.5298575793014042,0.4971112337992783,0.47683435259833795
boltz_A_C_pdockq2_max,1,12000,11796,6811,0.5633955345447775,0.5821646263117646,0.5110026461404013,0.5128899344556556,0.505558487725589,0.5145595162399595
esm2_full_LL_alone,1,12000,11796,6811,0.7438226816667663,0.8257473197746227,0.6015239830965262,0.7383411750840835,0.4629965928955835,0.6032341813099116
esm2_full_LL_car,1,12000,11796,6811,0.7528237388546466,0.7993148878436809,0.5527780005727984,0.7125132584514129,0.37497506690941945,0.5708456763575628
esm2_binder_LL_car,1,12000,11796,6811,0.7570711906329164,0.8200239832697329,0.5741842990126921,0.7121678587940927,0.42578658354736243,0.5845984546966212
esm2_full_LL_car_target,1,12000,11796,6811,0.760184575695317,0.822635856475608,0.5753181272518468,0.7180872474095025,0.41200933896155656,0.5958577953844815
esm2_binder_LL_car_target,1,12000,11796,6811,0.7630461306258685,0.8338438307139889,0.5827671625259079,0.7098089876435765,0.44154005286393916,0.5969524470702079
esm2_full_LL_target,1,12000,11796,6811,0.7607065206550576,0.8364115397138412,0.5669740772263689,0.705717678841778,0.4090649194019762,0.5861396334353525
esm2_binder_LL_target,1,12000,11796,6811,0.7603217109156312,0.8363171735143766,0.5650503112866007,0.7072443271959169,0.40478838798936856,0.5831182186745167
rnn_solubility,1,12000,11796,6811,0.6150651766301637,0.5754001690875004,0.5275351297347668,0.5552027523185292,0.5197854924714606,0.5076171444143105
msa_depth,1,12000,11796,6811,0.5530567856169256,0.6044952210912579,0.5377280832059043,0.5273445928182255,0.543521312439307,0.5423183443601802
chai1_ptm_none,1,12000,11796,6811,0.6930334061396685,0.5826560874813547,0.4936846248834896,0.5160597242242106,0.4858348216025312,0.4791593288237268
chai1_plddt_binder_none,1,12000,11796,6811,0.4679305131683056,0.7019487768841689,0.6053007728364187,0.6736680355734451,0.54674515622872,0.5954891267070913
chai1_plddt_hotspot_none,1,12000,11796,6811,0.5993552982400149,0.5424723296302061,0.5104029730869116,0.5304101280970382,0.49252981457496847,0.508268976588728
chai1_ipae_none,1,12000,11796,6811,0.6062220327262815,0.5990604024671283,0.5937136457016782,0.667688360666141,0.5319967267722943,0.5814558496665994
esmfold_n_hs_engaged_start,1,12000,11796,6811,0.5295364330879859,0.5416965475784276,0.5554951214858702,0.6108982204211881,0.5147218084390168,0.5408653355974055
esmfold_z_axis_displacement_start,1,12000,11796,6811,0.5245625802033258,0.7386446227538879,0.6150577060323448,0.6619969720869936,0.5655017849585078,0.6176743610515328
esmfold_binder_below_membrane_start,1,12000,11796,6811,0.5373886711347815,0.577405848436515,0.5665631004536588,0.5993323179852593,0.5330802793432093,0.5672767040325077
esmfold_ptm_middle,1,12000,11796,6811,0.6187291803801888,0.6903017524162562,0.5851517753350532,0.6642044475871884,0.4991861299097934,0.5920647485081779
esmfold_plddt_binder_middle,1,12000,11796,6811,0.580209143677817,0.8070797180853971,0.6329566223798401,0.6687644483124371,0.5873495382025103,0.6427558806245725
esmfold_plddt_hotspot_middle,1,12000,11796,6811,0.6064175543055472,0.5778925088287915,0.5739287092683831,0.5686193985875784,0.5601346599087864,0.5930320693087844
esmfold_ipae_middle,1,12000,11796,6811,0.4812438496931496,0.613589469038447,0.48612626846115353,0.5072824027486923,0.48091986803691605,0.47017653459785225
esmfold_n_hs_engaged_middle,1,12000,11796,6811,0.50070998643608,0.5182773250009903,0.5084931023057518,0.4840472499478728,0.5165173767726607,0.5249146801967222
esmfold_z_axis_displacement_middle,1,12000,11796,6811,0.5691847186483953,0.7150730417651427,0.5872412720495319,0.6526775272648155,0.5306130125847967,0.5784332762989836
esmfold_binder_below_membrane_middle,1,12000,11796,6811,0.4673075868190613,0.5617644299805892,0.5581665759411713,0.5709356613814174,0.5373150466234325,0.566249019818664
esmfold_binder_below_membrane_middle_glycine_linker,1,12000,11796,6811,0.4837791890238632,0.554411921714343,0.5369380671907613,0.5157764239803458,0.5452392361388414,0.5497985414530968
esmfold_ptm_end_glycine_linker,1,12000,11796,6811,0.5127352907931568,0.5850345044824681,0.5641063945741054,0.5678361300733408,0.5465757848281034,0.577907268820872
esmfold_plddt_binder_end_glycine_linker,1,12000,11796,6811,0.5600190991961383,0.7822441336636543,0.6277756164668328,0.6814463270689984,0.572884487547344,0.6289960347841561
esmfold_plddt_hotspot_end_glycine_linker,1,12000,11796,6811,0.5498781574345575,0.49389061325806816,0.5110805119739462,0.5536076586254726,0.49841373459308624,0.48122014270327995
esmfold_ipae_end_glycine_linker,1,12000,11796,6811,0.5422330766826907,0.619544700759156,0.5794934104381594,0.6567008440080866,0.5554188817089305,0.5263605055974611
esmfold_n_hs_engaged_end_glycine_linker,1,12000,11796,6811,0.5365211869759772,0.5417136300989299,0.5376940829036263,0.5316770467876019,0.5404522756533049,0.540952926269972
esmfold_z_axis_displacement_end_glycine_linker,1,12000,11796,6811,0.6369428154442517,0.725430321208818,0.5394972242484987,0.4351546139410917,0.5705188822104859,0.6128181765939185
esmfold_binder_below_membrane_end_glycine_linker,1,12000,11796,6811,0.5369924334603288,0.5681771639982347,0.5446516597878479,0.517974833872737,0.555534239451036,0.5604459060397708
num_disulfide_within_chain,1,12000,11796,6811,0.5207749469743815,0.5752341004808582,0.598893038215148,0.7114539421795534,0.5146092478327984,0.5706159246330924
num_disulfide_between_chain,1,12000,11796,6811,0.5048647680503195,0.5199880952503673,0.515891425751223,0.5071609236041231,0.5199384668686006,0.5205748867809454
esmfold_start_A_BC_max_lis_score,1,12000,11796,6811,0.46904317847858035,0.646273219894598,0.526926924008117,0.5685826828759735,0.5001270285504624,0.5120710605979152
esmfold_start_A_BC_max_lis_score_max,1,12000,11796,6811,0.5111613524690988,0.6101351624982126,0.5021362251793802,0.5259335309635834,0.49772390301153147,0.48275124156302546
esmfold_start_A_BC_max_pdockq,1,12000,11796,6811,0.49997527410421605,0.5245002074200873,0.5792653130784459,0.5959286355353696,0.5517163418709636,0.5901509618290045
esmfold_start_A_BC_max_pdockq2,1,12000,11796,6811,0.4971991170154057,0.6566913042754751,0.5158729762269773,0.5284292927919352,0.5119469531859764,0.5072426827030203
esmfold_start_A_BC_max_pdockq2_max,1,12000,11796,6811,0.5056356342129934,0.6425156102575823,0.5102234432100435,0.5064297823347567,0.5115043305450712,0.5127362167503027
esmfold_start_A_BC_max_pdockq_max,1,12000,11796,6811,0.49997527410421605,0.5245002074200873,0.5792653130784459,0.5959286355353696,0.5517163418709636,0.5901509618290045
esmfold_start_glycine_linker_A_BC_max_ipSAE,1,12000,11796,6811,0.5318666929301392,0.6218336112433616,0.5064288819532035,0.5124638508888829,0.48441812050215727,0.5224046744685703
esmfold_start_glycine_linker_A_BC_max_ipSAE_d0chn,1,12000,11796,6811,0.5264008154974434,0.6195483528842289,0.5124250756383512,0.51243212126157,0.50903716023962,0.5158059454138636
esmfold_start_glycine_linker_A_BC_max_ipSAE_d0chn_max,1,12000,11796,6811,0.5164391884254549,0.6338583655827268,0.5203519072490613,0.5222510810737305,0.5147095589128903,0.5240950817605633
esmfold_start_glycine_linker_A_BC_max_ipSAE_max,1,12000,11796,6811,0.5314245357349451,0.634911031729751,0.5113568287067324,0.5222955025519687,0.48137059272659793,0.5304043908416305
boltz_A_BC_max_lis_score,1,12000,11796,6811,0.5332280716627105,0.5322260571171744,0.5125267125877007,0.5028996346560055,0.5195369331893483,0.5151435699177482
boltz_A_BC_max_lis_score_max,1,12000,11796,6811,0.5315662421292695,0.5266385561028998,0.5088682809607362,0.4901361654292112,0.5188690928830446,0.5175995845699529
boltz_A_BC_max_pdockq,1,12000,11796,6811,0.5463219918350521,0.6356348299044836,0.5580036557770541,0.6285475989737732,0.492800750944178,0.5526626174132111
boltz_A_BC_max_pdockq2,1,12000,11796,6811,0.5761852638647863,0.546835352629611,0.5008625366056536,0.5298856826855955,0.4999269851080485,0.4727749420233167
boltz_A_BC_max_pdockq2_max,1,12000,11796,6811,0.5770259443214383,0.5461091246136001,0.5000940570122148,0.5293340404507421,0.4987190082166349,0.4722291223692674
boltz_A_BC_max_pdockq_max,1,12000,11796,6811,0.5463219918350521,0.6356348299044836,0.5580036557770541,0.6285475989737732,0.492800750944178,0.5526626174132111
chai1_A_BC_max_ipSAE,1,12000,11796,6811,0.48343240314097835,0.5056043920927369,0.49909400145542454,0.5100193097446218,0.49374811193327617,0.49351458268837556
chai1_A_BC_max_ipSAE_d0chn,1,12000,11796,6811,0.503101333785464,0.505595836106175,0.5037904877454049,0.5067439056451539,0.5004913313865267,0.504136226204534
chai1_A_BC_max_ipSAE_d0chn_max,1,12000,11796,6811,0.49930227262149346,0.5103535831396702,0.5057090927419842,0.5093230710652996,0.5017881414555987,0.506016065705054
chai1_A_BC_max_ipSAE_max,1,12000,11796,6811,0.4802791241963045,0.5104722624782291,0.4964006368328362,0.5093502678887106,0.49016498086180327,0.48968666174799474
chai1_A_BC_max_lis_score,1,12000,11796,6811,0.4725719170340228,0.5082554814642135,0.5034489418496477,0.5050250664055771,0.49361867205877297,0.5117030870845931
chai1_A_BC_max_lis_score_max,1,12000,11796,6811,0.48133153312189575,0.5249431159430427,0.5004293829306299,0.5043156825949395,0.482022036029425,0.5149504301675253
chai1_A_BC_max_pdockq,1,12000,11796,6811,0.5105334393845704,0.5857564618683535,0.5450461587355835,0.5984012800638219,0.5032672476221451,0.5334699485207836
chai1_A_BC_max_pdockq2,1,12000,11796,6811,0.4363669721873151,0.5577943196790489,0.5111228412731438,0.5599372659939986,0.4837762260425312,0.48965503178290126
chai1_A_BC_max_pdockq2_max,1,12000,11796,6811,0.42871358020997474,0.5420784302695195,0.519783930575966,0.582565476352362,0.4893266117193435,0.4874597036561922
chai1_A_BC_max_pdockq_max,1,12000,11796,6811,0.5105334393845704,0.5857564618683535,0.5450461587355835,0.5984012800638219,0.5032672476221451,0.5334699485207836
esmfold_start_A_BC_max_ipSAE,1,12000,11796,6811,0.4964130828662425,0.6093493665551051,0.5078217916270553,0.5287746924492552,0.4772556200247151,0.5174350624071956
esmfold_start_A_BC_max_ipSAE_d0chn,1,12000,11796,6811,0.4963164648701123,0.6049977417202422,0.5161687932411727,0.5285707162736726,0.5042178880119386,0.515717775437907
esmfold_start_A_BC_max_ipSAE_d0chn_max,1,12000,11796,6811,0.5064141882592303,0.5911886886617863,0.5083200601891859,0.5318180169889489,0.48384133179162925,0.5093008317869795
esmfold_start_A_BC_max_ipSAE_max,1,12000,11796,6811,0.5068860580854926,0.5941764067713344,0.4985998083490865,0.5318878221690373,0.4858190033168244,0.4780925995613978
dssp_beta_ratio,1,12000,11796,6811,0.602040031848616,0.7462533246487371,0.5945346581501577,0.577646477558088,0.5840749601552815,0.6218825367371037
dssp_other_ratio,1,12000,11796,6811,0.61993015246112,0.8200492830716493,0.5971286708803997,0.6025261316144941,0.5736727011497579,0.6151871798769467
dssp_ke_alpha_ratio,1,12000,11796,6811,0.6384880800404258,0.9046373299902644,0.6592053400085264,0.6480155384517755,0.6295075844821846,0.7000928970916189
dssp_kae_alpha_ratio,1,12000,11796,6811,0.6981535365926637,0.8966467159517019,0.6310112232639665,0.6191846392341375,0.6053944405284541,0.6684545900293082
num_poly_A_stretches_dna,1,12000,11796,6811,0.5878041492962055,0.8817846138621415,0.6275057574391616,0.5672405196406393,0.6341911473928572,0.6810856052839884
num_poly_E_stretches_aa,1,12000,11796,6811,0.6254363393373625,0.8180380960824037,0.6287756822655021,0.5959780430978996,0.6199133119362082,0.6704356917623985
seq_kl_vs_human,1,12000,11796,6811,0.8029186114934274,0.828155248302535,0.5568743365169758,0.6175070485100674,0.4746392369876274,0.5784767240532328
seq_charge,1,12000,11796,6811,0.47182515342522224,0.5706369733190174,0.5234639020537095,0.5730461348781128,0.47988965395378047,0.5174559173292352
max_charge_len_20,1,12000,11796,6811,0.5326624927692338,0.5933614527328868,0.5775249283108214,0.5168670165991279,0.5962146263585881,0.6194931419747479
min_charge_len_20,1,12000,11796,6811,0.4525445647909893,0.6411981208638395,0.6119861877456194,0.616507111969322,0.5862416794852653,0.6332097717822709
longest_stretch_of_K,1,12000,11796,6811,0.5665980575003823,0.7838055938480543,0.6059588043995607,0.5712375461212796,0.60313638024381,0.6435024868335926
longest_stretch_of_E,1,12000,11796,6811,0.6414423051350077,0.7782247049473188,0.6220284926935727,0.578233928943766,0.621268572500026,0.6665829766369261
longest_stretch_of_A,1,12000,11796,6811,0.5821435814067912,0.574969719023463,0.5317137644468858,0.6008557933766668,0.5239870799328843,0.47029842003110633
max_gravy_len_20,1,12000,11796,6811,0.6759318130439697,0.7180317048635262,0.6104893569621942,0.5821380329444188,0.6027761284321338,0.6465539095100298
min_gravy_len_20,1,12000,11796,6811,0.6699601975412071,0.7596284522338119,0.6293716870396204,0.5856296517900043,0.647812331086751,0.6546730782421062
dna_gc_content,1,12000,11796,6811,0.5681809303918244,0.6250093548889216,0.5704093959432001,0.6445842058980844,0.5474459834479002,0.5191979984836154
esmfold_start_glycine_linker_A_BC_max_lis_score,1,12000,11796,6811,0.5506203498693475,0.695592371005249,0.5292944594601291,0.5365770078054883,0.5178050238103781,0.5335013467645211
esmfold_start_glycine_linker_A_BC_max_lis_score_max,1,12000,11796,6811,0.5460886541798815,0.6897285160429165,0.533564409973248,0.5391425748139284,0.5223855749580333,0.5391650801477826
esmfold_start_glycine_linker_A_BC_max_pdockq,1,12000,11796,6811,0.4921608521333254,0.5043975120192468,0.5056484250146028,0.49790947084047255,0.5084430099959991,0.5105927942073368
esmfold_start_glycine_linker_A_BC_max_pdockq2,1,12000,11796,6811,0.5583738921136443,0.7224709807001388,0.5521586185135469,0.5982938526113484,0.5138204555126147,0.5443615474166776
esmfold_start_glycine_linker_A_BC_max_pdockq2_max,1,12000,11796,6811,0.5557132610589166,0.7177446301612221,0.5500562975408,0.600675841061764,0.5101939206084098,0.5392991309522264
esmfold_start_glycine_linker_A_BC_max_pdockq_max,1,12000,11796,6811,0.4921608521333254,0.5043975120192468,0.5056484250146028,0.49790947084047255,0.5084430099959991,0.5105927942073368
gravy_score,1,12000,11796,6811,0.6776289652856735,0.7915972848806292,0.6110176676704704,0.547989701469535,0.635716454528023,0.6493468470138533
aa_sequence_entropy,1,12000,11796,6811,0.7954678056370057,0.8332643062059472,0.6219411292346705,0.7570494166281379,0.4825315970256993,0.6262423740501741
dna_sequence_entropy,1,12000,11796,6811,0.7899071802339112,0.8968584361217552,0.6355949501097147,0.6579981324847926,0.5883794629267609,0.6604072549175907
num_cysteines,1,12000,11796,6811,0.5610351465102826,0.6830242894297339,0.663406066726861,0.737725620314214,0.5893332862642882,0.6631592936020807
longest_dup_substr_len,1,12000,11796,6811,0.743096280560376,0.772864754887184,0.5824757742440988,0.687274606325981,0.44407329344810464,0.6160794229582105
longest_dup_occurrences,1,12000,11796,6811,0.535388574724566,0.5357507848755487,0.5028569047719639,0.5065925099948325,0.5030540865769499,0.49892411774410916
total_duplicated_residues,1,12000,11796,6811,0.7419059052919235,0.7745648485612469,0.5906149776772818,0.6862125703717805,0.47083609671068394,0.6147962659493809
longest_dup_substr_len_dna,1,12000,11796,6811,0.7478554960471812,0.7710025834366997,0.5653191587606973,0.5563141958352597,0.5549988290610458,0.5846444513857865
longest_dup_occurrences_dna,1,12000,11796,6811,0.4923146098045865,0.5004303911587943,0.4962948776390516,0.4993771927438875,0.49542456085931097,0.4940828793139564
total_duplicated_nucleotides,1,12000,11796,6811,0.7462437416472185,0.7717147478259178,0.5663621283413504,0.5583344665343087,0.5548976499042994,0.5858542685854431
ratio_K,1,12000,11796,6811,0.5990523540715031,0.8799815390968089,0.6292400406630226,0.5676666032074121,0.6364387907576458,0.6836147280240101
ratio_E,1,12000,11796,6811,0.6230308629046736,0.8659639467514274,0.6615022263897042,0.6372111470713554,0.6405786483236282,0.7067168837741291
ratio_KE,1,12000,11796,6811,0.6173956442529538,0.8957193559830866,0.6680230607602549,0.6195934981460831,0.6593206162032488,0.7251550679314327
dssp_alpha_ratio,1,12000,11796,6811,0.6693040262900684,0.8269352765387632,0.5906207800624136,0.5637452745519322,0.5864764459938647,0.6216406196414437
